timestamp,publisher,name,version,status,error,repo_url
2025-05-05T13:12:36.239073,arzg,intellij-theme,1.11.0,Success,,https://github.com/arzg/intellij-theme
2025-05-05T13:12:36.951401,danielroedl,meld-diff,1.5.1,Success,,https://github.com/danielroedl/vsc-meld-diff.git
2025-05-05T13:12:36.596333,Damien,autoit,1.0.13,Success,,https://github.com/loganch/AutoIt-VSCode.git
2025-05-05T13:12:38.148457,cfgweb,vscode-perl,1.19.0,Failed,No GitHub URL found in properties,
2025-05-05T13:12:36.688787,trufflesuite-csi,truffle-vscode,2.7.1,Success,,https://github.com/trufflesuite/vscode-ext.git
2025-05-05T13:12:30.824823,docsmsft,docs-scaffolding,1.0.8,Success,,https://dev.azure.com/ceapex/Engineering/_git/learn-scaffolding
2025-05-05T13:12:37.771627,Gerrnperl,outline-map,1.4.2,Success,,https://github.com/Gerrnperl/outline-map.git
2025-05-05T13:12:38.636215,Percy,vscode-pydata-viewer,0.0.13,Success,,https://github.com/haochengxia/vscode-pydata-viewer.git
2025-05-05T13:12:38.148496,tomblind,local-lua-debugger-vscode,0.3.3,Success,,https://github.com/tomblind/local-lua-debugger-vscode.git
2025-05-05T13:12:38.693965,Zim,vsc-docker,0.50.1,Success,,https://github.com/zikalino/vsc-docker.git
2025-05-05T13:12:38.981295,magicus,openjdk-devel,2.0.3,Success,,https://github.com/magicus/vscode-openjdk-devel.git
2025-05-05T13:12:39.423677,hasanakg,firebase-snippets,0.0.1,Success,,https://github.com/hasanakg/firebase-snippets.git
2025-05-05T13:12:39.368399,eservice-online,vs-sharper,0.2.0,Success,,https://github.com/sharperdev/vs-sharper
2025-05-05T13:12:39.566303,hackwaly,ocaml,0.6.44,Success,,https://github.com/hackwaly/vscode-ocaml
2025-05-05T13:12:40.043086,jirkavrba,subway-surfers,2.1.0,Success,,https://github.com/jirkavrba/vscode-subway-surfers.git
2025-05-05T13:12:40.267168,usernamehw,indent-one-space,1.0.0,Success,,https://github.com/usernamehw/vscode-indent-one-space.git
2025-05-05T13:12:40.545511,onecentlin,phpunit-snippets,1.1.0,Success,,https://github.com/onecentlin/phpunit-snippets-vscode.git
2025-05-05T13:12:41.068133,Serpen,vbsvscode,1.2.1,Success,,https://github.com/Serpen/VBS-VSCode.git
2025-05-05T13:12:41.300919,Arm,arm-debugger,1.4.4,Success,,https://github.com/ARM-software/vscode-arm-debugger.git
2025-05-05T13:12:41.875563,yurihs,sublime-vscode-theme,1.5.0,Success,,https://github.com/yurihs/sublime-vscode-theme.git
2025-05-05T13:12:42.065256,evilcat,norminette-42,1.0.8,Success,,https://github.com/Evilcat325/Norminette-Vscode
2025-05-05T13:12:42.618176,reloadedextensions,reloaded-cpp,0.1.9,Success,,https://github.com/kobalicek/reloaded-cpp.git
2025-05-05T13:12:42.683144,zhouzhipeng,LiveServerPP,5.7.1,Success,,https://github.com/Zhou-zhi-peng/vscode-live-server.git
2025-05-05T13:12:43.276729,RichardHe,you-complete-me,1.1.0,Success,,https://github.com/richard1122/vscode-youcompleteme
2025-05-05T13:12:39.712837,Equinusocio,moxer-icons,5.12.1,Success,,https://github.com/moxer-theme/moxer-icons-code.git
2025-05-05T13:12:43.763771,Poorchop,theme-darktooth,0.0.2,Success,,https://github.com/Poorchop/darktooth-theme-ports.git
